Category	Title	RawWiki	CleanWiki
Animals	Donkey	"The donkey or ass (Equus africanus asinus)[1][2] is a domesticated member of the horse family, Equidae. The wild ancestor of the donkey is the African wild ass, E. africanus. The donkey has been used as a working animal for at least 5000 years. There are more than 40 million donkeys in the world, mostly in underdeveloped countries, where they are used principally as draught or pack animals. Working donkeys are often associated with those living at or below subsistence levels. Small numbers of donkeys are kept for breeding or as pets in developed countries. A male donkey or ass is called a jack, a female a jenny or jennet;[3][4][5] a young donkey is a foal.[5] Jack donkeys are often used to mate with female horses to produce mules; the biological ""reciprocal"" of a mule, from a stallion and jenny as its parents instead, is called a hinny. Asses were first domesticated around 3000 BC, probably in Egypt or Mesopotamia,[6][7]  and have spread around the world. They continue to fill important roles in many places today.  While domesticated species are increasing in numbers,  the African wild ass is a critically endangered species. As beasts of burden and companions, asses and donkeys have worked together with humans for millennia."	the donkey or ass equus africanus asinus is a domesticated member of the horse family equidae the wild ancestor of the donkey is the african wild ass e africanus the donkey has been used as a working animal for at least years there are more than million donkeys in the world mostly in underdeveloped countries where they are used principally as draught or pack animals working donkeys are often associated with those living at or below subsistence levels small numbers of donkeys are kept for breeding or as pets in developed countries a male donkey or ass is called a jack a female a jenny or jennet a young donkey is a foal jack donkeys are often used to mate with female horses to produce mules the biological reciprocal of a mule from a stallion and jenny as its parents instead is called a hinny asses were first domesticated around bc probably in egypt or mesopotamia and have spread around the world they continue to fill important roles in many places today while domesticated species are increasing in numbers the african wild ass is a critically endangered species as beasts of burden and companions asses and donkeys have worked together with humans for millennia
Animals	Giraffe	"The giraffe (Giraffa) is an African artiodactyl mammal, the tallest living terrestrial animal and the largest ruminant.  It is traditionally considered to be one species, Giraffa camelopardalis, with nine subspecies. However, the existence of up to eight extant giraffe species has been described, based upon research into the mitochondrial and nuclear DNA, as well as morphological measurements of Giraffa. Seven other species are extinct, prehistoric species known from fossils. The giraffe's chief distinguishing characteristics are its extremely long neck and legs, its horn-like ossicones, and its distinctive coat patterns. It is classified under the family Giraffidae, along with its closest extant relative, the okapi. Its scattered range extends from Chad in the north to South Africa in the south, and from Niger in the west to Somalia in the east. Giraffes usually inhabit savannahs and woodlands. Their food source is leaves, fruits and flowers of woody plants, primarily acacia species, which they browse at heights most other herbivores cannot reach. Giraffes may be preyed on by lions, leopards, spotted hyenas and African wild dogs. Giraffes live in herds of related females and their offspring, or bachelor herds of unrelated adult males, but are gregarious and may gather in large aggregations. Males establish social hierarchies through ""necking"", which are combat bouts where the neck is used as a weapon. Dominant males gain mating access to females, which bear the sole responsibility for raising the young. The giraffe has intrigued various cultures, both ancient and modern, for its peculiar appearance, and has often been featured in paintings, books, and cartoons. It is classified by the International Union for Conservation of Nature as vulnerable to extinction, and has been extirpated from many parts of its former range. Giraffes are still found in numerous national parks and game reserves but estimates as of 2016 indicate that there are approximately 97,500 members of Giraffa in the wild. More than 1,600 were kept in zoos in 2010."	the giraffe giraffa is an african artiodactyl mammal the tallest living terrestrial animal and the largest ruminant it is traditionally considered to be one species giraffa camelopardalis with nine subspecies however the existence of up to eight extant giraffe species has been described based upon research into the mitochondrial and nuclear dna as well as morphological measurements of giraffa seven other species are extinct prehistoric species known from fossils the giraffe s chief distinguishing characteristics are its extremely long neck and legs its horn like ossicones and its distinctive coat patterns it is classified under the family giraffidae along with its closest extant relative the okapi its scattered range extends from chad in the north to south africa in the south and from niger in the west to somalia in the east giraffes usually inhabit savannahs and woodlands their food source is leaves fruits and flowers of woody plants primarily acacia species which they browse at heights most other herbivores cannot reach giraffes may be preyed on by lions leopards spotted hyenas and african wild dogs giraffes live in herds of related females and their offspring or bachelor herds of unrelated adult males but are gregarious and may gather in large aggregations males establish social hierarchies through necking which are combat bouts where the neck is used as a weapon dominant males gain mating access to females which bear the sole responsibility for raising the young the giraffe has intrigued various cultures both ancient and modern for its peculiar appearance and has often been featured in paintings books and cartoons it is classified by the international union for conservation of nature as vulnerable to extinction and has been extirpated from many parts of its former range giraffes are still found in numerous national parks and game reserves but estimates as of indicate that there are approximately members of giraffa in the wild more than were kept in zoos in
Animals	Panda	"The giant panda (Ailuropoda melanoleuca; Chinese: 大熊猫; pinyin: dàxióngmāo),[5] also known as the panda bear or simply the panda, is a bear[6] native to south central China.[1] It is characterised by large, black patches around its eyes, over the ears, and across its round body. The name ""giant panda"" is sometimes used to distinguish it from the red panda, a neighboring musteloid. Though it belongs to the order Carnivora, the giant panda is a folivore, with bamboo shoots and leaves making up more than 99% of its diet.[7] Giant pandas in the wild will occasionally eat other grasses, wild tubers, or even meat in the form of birds, rodents, or carrion. In captivity, they may receive honey, eggs, fish, yams, shrub leaves, oranges, or bananas along with specially prepared food.[8][9] The giant panda lives in a few mountain ranges in central China, mainly in Sichuan, but also in neighbouring Shaanxi and Gansu.[10] As a result of farming, deforestation, and other development, the giant panda has been driven out of the lowland areas where it once lived, and it is a conservation-reliant vulnerable species.[11][12] A 2007 report showed 239 pandas living in captivity inside China and another 27 outside the country.[13] As of December 2014, 49 giant pandas lived in captivity outside China, living in 18 zoos in 13 different countries.[14] Wild population estimates vary; one estimate shows that there are about 1,590 individuals living in the wild,[13] while a 2006 study via DNA analysis estimated that this figure could be as high as 2,000 to 3,000.[15] Some reports also show that the number of giant pandas in the wild is on the rise.[16] In March 2015, conservation news site Mongabay stated that the wild giant panda population had increased by 268, or 16.8%, to 1,864.[17] In 2016, the IUCN reclassified the species from ""endangered"" to ""vulnerable"",[12] affirming decade-long efforts to save the panda. While the dragon has often served as China's national symbol, internationally the giant panda has often filled this role. As such, it is becoming widely used within China in international contexts, for example, appearing since 1982 on gold panda bullion coins and as one of the five Fuwa mascots of the Beijing Olympics."	the giant panda ailuropoda melanoleuca chinese 大熊猫 pinyin dàxióngmāo also known as the panda bear or simply the panda is a bear native to south central china it is characterised by large black patches around its eyes over the ears and across its round body the name giant panda is sometimes used to distinguish it from the red panda a neighboring musteloid though it belongs to the order carnivora the giant panda is a folivore with bamboo shoots and leaves making up more than of its diet giant pandas in the wild will occasionally eat other grasses wild tubers or even meat in the form of birds rodents or carrion in captivity they may receive honey eggs fish yams shrub leaves oranges or bananas along with specially prepared food the giant panda lives in a few mountain ranges in central china mainly in sichuan but also in neighbouring shaanxi and gansu as a result of farming deforestation and other development the giant panda has been driven out of the lowland areas where it once lived and it is a conservation reliant vulnerable species a report showed pandas living in captivity inside china and another outside the country as of december giant pandas lived in captivity outside china living in zoos in different countries wild population estimates vary one estimate shows that there are about individuals living in the wild while a study via dna analysis estimated that this figure could be as high as to some reports also show that the number of giant pandas in the wild is on the rise in march conservation news site mongabay stated that the wild giant panda population had increased by or to in the iucn reclassified the species from endangered to vulnerable affirming decade long efforts to save the panda while the dragon has often served as china s national symbol internationally the giant panda has often filled this role as such it is becoming widely used within china in international contexts for example appearing since on gold panda bullion coins and as one of the five fuwa mascots of the beijing olympics
Sports	Football	Football is a family of team sports that involve, to varying degrees, kicking a ball to score a goal.  Unqualified, the word football normally means the form of football that is the most popular where the word is used. Sports commonly called football include association football (known as soccer in some countries); gridiron football (specifically American football or Canadian football); Australian rules football; rugby football (either rugby union or rugby league); and Gaelic football.[1][2] These various forms of football share to varying extent common origins and are known as football codes. There are a number of references to traditional, ancient, or prehistoric ball games played in many different parts of the world.[3][4][5] Contemporary codes of football can be traced back to the codification of these games at English public schools during the 19th century.[6][7] The expansion and cultural influence of the British Empire allowed these rules of football to spread to areas of British influence outside the directly controlled Empire.[8]  By the end of the 19th century, distinct regional codes were already developing: Gaelic football, for example, deliberately incorporated the rules of local traditional football games in order to maintain their heritage.[9]  In 1888, The Football League was founded in England, becoming the first of many professional football competitions. During the 20th century, several of the various kinds of football grew to become some of the most popular team sports in the world.[10]	football is a family of team sports that involve to varying degrees kicking a ball to score a goal unqualified the word football normally means the form of football that is the most popular where the word is used sports commonly called football include association football known as soccer in some countries gridiron football specifically american football or canadian football australian rules football rugby football either rugby union or rugby league and gaelic football these various forms of football share to varying extent common origins and are known as football codes there are a number of references to traditional ancient or prehistoric ball games played in many different parts of the world contemporary codes of football can be traced back to the codification of these games at english public schools during the century the expansion and cultural influence of the british empire allowed these rules of football to spread to areas of british influence outside the directly controlled empire by the end of the century distinct regional codes were already developing gaelic football for example deliberately incorporated the rules of local traditional football games in order to maintain their heritage in the football league was founded in england becoming the first of many professional football competitions during the century several of the various kinds of football grew to become some of the most popular team sports in the world
Sports	Badminton	"Badminton is a racquet sport played using racquets to hit a shuttlecock across a net. Although it may be played with larger teams, the most common forms of the game are ""singles"" (with one player per side) and ""doubles"" (with two players per side). Badminton is often played as a casual outdoor activity in a yard or on a beach; formal games are played on a rectangular indoor court. Points are scored by striking the shuttlecock with the racquet and landing it within the opposing side's half of the court. Each side may only strike the shuttlecock once before it passes over the net. Play ends once the shuttlecock has struck the floor or if a fault has been called by the umpire, service judge, or (in their absence) the opposing side.[1] The shuttlecock is a feathered or (in informal matches) plastic projectile which flies differently from the balls used in many other sports. In particular, the feathers create much higher drag, causing the shuttlecock to decelerate more rapidly. Shuttlecocks also have a high top speed compared to the balls in other racquet sports. The flight of the shuttlecock gives the sport its distinctive nature. The game developed in British India from the earlier game of battledore and shuttlecock. European play came to be dominated by Denmark but the game has become very popular in Asia, with recent competitions dominated by China. Since 1992, badminton has been a Summer Olympic sport with four events: men's singles, women's singles, men's doubles, and women's doubles,[2] with mixed doubles added four years later. At high levels of play, the sport demands excellent fitness: players require aerobic stamina, agility, strength, speed, and precision. It is also a technical sport, requiring good motor coordination and the development of sophisticated racquet movements.[3]"	badminton is a racquet sport played using racquets to hit a shuttlecock across a net although it may be played with larger teams the most common forms of the game are singles with one player per side and doubles with two players per side badminton is often played as a casual outdoor activity in a yard or on a beach formal games are played on a rectangular indoor court points are scored by striking the shuttlecock with the racquet and landing it within the opposing side s half of the court each side may only strike the shuttlecock once before it passes over the net play ends once the shuttlecock has struck the floor or if a fault has been called by the umpire service judge or in their absence the opposing side the shuttlecock is a feathered or in informal matches plastic projectile which flies differently from the balls used in many other sports in particular the feathers create much higher drag causing the shuttlecock to decelerate more rapidly shuttlecocks also have a high top speed compared to the balls in other racquet sports the flight of the shuttlecock gives the sport its distinctive nature the game developed in british india from the earlier game of battledore and shuttlecock european play came to be dominated by denmark but the game has become very popular in asia with recent competitions dominated by china since badminton has been a summer olympic sport with four events men s singles women s singles men s doubles and women s doubles with mixed doubles added four years later at high levels of play the sport demands excellent fitness players require aerobic stamina agility strength speed and precision it is also a technical sport requiring good motor coordination and the development of sophisticated racquet movements
Sports	Field Hockey	"Field hockey is a widely played team sport of the hockey family. The game can be played on grass, watered turf, artificial turf or synthetic field, as well as an indoor boarded surface. Each team plays with ten field players and a goalkeeper. Players use sticks made of wood, carbon fibre, fibre glass, or a combination of carbon fibre and fibre glass in different quantities, to hit a round, hard, plastic hockey ball. The length of the hockey stick is based on the player's individual height: the top of the stick usually comes to the players hip, and taller players typically have longer sticks.[1] The sticks have a round side and a flat side, and only the flat face of the stick is allowed to be used. Use of the other side results in a foul. Goalies often have a different design of stick, although they can also use an ordinary field hockey stick. The specific goal-keeping sticks have another curve at the end of the stick, which is to give it more surface area to block the ball. The uniform consists of shin guards, shoes, shorts or a skirt, a mouthguard and a jersey. The game is played globally, particularly in parts of Western Europe, South Asia, Southern Africa, Australia, New Zealand, Argentina, and parts of the United States, primarily New England and the Mid-Atlantic states.[2][3] Known simply as ""hockey"" in most territories, the term ""field hockey"" is used primarily in Canada and the United States where ice hockey is more popular. In Sweden, the term landhockey is used, and to some degree in Norway, where the game is governed by the Norges Bandyforbund.[4] During play, goal keepers are the only players allowed to touch the ball with any part of their body, while field players can only play the ball with the flat side of their stick. A player's hand is considered part of the stick if holding the stick. If the ball is touched with the rounded part of the stick, it will result in a penalty. Goal keepers also cannot play the ball with the back of their stick. The team that scores the most goals by the end of the match wins. If the score is tied at the end of the game, either a draw is declared or the game goes into extra time, or there is a penalty shoot-out, depending on the format of the competition. There are many variations to overtime play that depend on the league or tournament rules. In American college play, a seven-aside overtime period consists of a 10-minute golden goal period with seven players for each team. If a tie still remains, the game enters a one-on-one competition where each team chooses five players to dribble from the 25-yard (23 m) line down to the circle against the opposing goalie. The player has eight seconds to score against the goalie while keeping the ball in bounds. The game ends after a goal is scored, the ball goes out of bounds, a foul is committed (ending in either a penalty stroke or flick or the end of the one-on-one) or time expires. If the tie still persists, more rounds are played until one team has scored. The governing body of field hockey is the International Hockey Federation (FIH), called the Fédération Internationale de Hockey in French, with men and women being represented internationally in competitions including the Olympic Games, World Cup, World League, Champions Trophy and Junior World Cup, with many countries running extensive junior, senior, and masters club competitions. The FIH is also responsible for organizing the Hockey Rules Board and developing the rules of the game. A popular variant of field hockey is indoor field hockey, which differs in a number of respects while embodying the primary principles of hockey. Indoor hockey is a 5-a-side variant, using a field which is reduced to approximately 40 m × 20 m (131 ft × 66 ft). Although many of the rules remain the same, including obstruction and feet, there are several key variations: players may not raise the ball unless shooting at goal, players may not hit the ball, instead using pushes to transfer it, and the sidelines are replaced with solid barriers, from which the ball will rebound and remain in play.[5] In addition, the regulation guidelines for the indoor field hockey stick require a slightly thinner, lighter stick than an outdoor one.[6]"	field hockey is a widely played team sport of the hockey family the game can be played on grass watered turf artificial turf or synthetic field as well as an indoor boarded surface each team plays with ten field players and a goalkeeper players use sticks made of wood carbon fibre fibre glass or a combination of carbon fibre and fibre glass in different quantities to hit a round hard plastic hockey ball the length of the hockey stick is based on the player s individual height the top of the stick usually comes to the players hip and taller players typically have longer sticks the sticks have a round side and a flat side and only the flat face of the stick is allowed to be used use of the other side results in a foul goalies often have a different design of stick although they can also use an ordinary field hockey stick the specific goal keeping sticks have another curve at the end of the stick which is to give it more surface area to block the ball the uniform consists of shin guards shoes shorts or a skirt a mouthguard and a jersey the game is played globally particularly in parts of western europe south asia southern africa australia new zealand argentina and parts of the united states primarily new england and the mid atlantic states known simply as hockey in most territories the term field hockey is used primarily in canada and the united states where ice hockey is more popular in sweden the term landhockey is used and to some degree in norway where the game is governed by the norges bandyforbund during play goal keepers are the only players allowed to touch the ball with any part of their body while field players can only play the ball with the flat side of their stick a player s hand is considered part of the stick if holding the stick if the ball is touched with the rounded part of the stick it will result in a penalty goal keepers also cannot play the ball with the back of their stick the team that scores the most goals by the end of the match wins if the score is tied at the end of the game either a draw is declared or the game goes into extra time or there is a penalty shoot out depending on the format of the competition there are many variations to overtime play that depend on the league or tournament rules in american college play a seven aside overtime period consists of a minute golden goal period with seven players for each team if a tie still remains the game enters a one on one competition where each team chooses five players to dribble from the yard m line down to the circle against the opposing goalie the player has eight seconds to score against the goalie while keeping the ball in bounds the game ends after a goal is scored the ball goes out of bounds a foul is committed ending in either a penalty stroke or flick or the end of the one on one or time expires if the tie still persists more rounds are played until one team has scored the governing body of field hockey is the international hockey federation fih called the fédération internationale de hockey in french with men and women being represented internationally in competitions including the olympic games world cup world league champions trophy and junior world cup with many countries running extensive junior senior and masters club competitions the fih is also responsible for organizing the hockey rules board and developing the rules of the game a popular variant of field hockey is indoor field hockey which differs in a number of respects while embodying the primary principles of hockey indoor hockey is a a side variant using a field which is reduced to approximately m m ft ft although many of the rules remain the same including obstruction and feet there are several key variations players may not raise the ball unless shooting at goal players may not hit the ball instead using pushes to transfer it and the sidelines are replaced with solid barriers from which the ball will rebound and remain in play in addition the regulation guidelines for the indoor field hockey stick require a slightly thinner lighter stick than an outdoor one
Sports	Volleyball	Volleyball is a team sport in which two teams of six players are separated by a net. Each team tries to score points by grounding a ball on the other team's court under organized rules.[1] It has been a part of the official program of the Summer Olympic Games since Tokyo 1964. The complete set of rules is extensive,[2] but play essentially proceeds as follows: a player on one of the teams begins a 'rally' by serving the ball (tossing or releasing it and then hitting it with a hand or arm), from behind the back boundary line of the court, over the net, and into the receiving team's court.[3] The receiving team must not let the ball be grounded within their court. The team may touch the ball up to 3 times, but individual players may not touch the ball twice consecutively.[3] Typically, the first two touches are used to set up for an attack, an attempt to direct the ball back over the net in such a way that the serving team is unable to prevent it from being grounded in their court. The rally continues, with each team allowed as many as three consecutive touches, until either (1): a team makes a kill, grounding the ball on the opponent's court and winning the rally; or (2): a team commits a fault and loses the rally. The team that wins the rally is awarded a point and serves the ball to start the next rally. A few of the most common faults include:	volleyball is a team sport in which two teams of six players are separated by a net each team tries to score points by grounding a ball on the other team s court under organized rules it has been a part of the official program of the summer olympic games since tokyo the complete set of rules is extensive but play essentially proceeds as follows a player on one of the teams begins a rally by serving the ball tossing or releasing it and then hitting it with a hand or arm from behind the back boundary line of the court over the net and into the receiving team s court the receiving team must not let the ball be grounded within their court the team may touch the ball up to times but individual players may not touch the ball twice consecutively typically the first two touches are used to set up for an attack an attempt to direct the ball back over the net in such a way that the serving team is unable to prevent it from being grounded in their court the rally continues with each team allowed as many as three consecutive touches until either a team makes a kill grounding the ball on the opponent s court and winning the rally or a team commits a fault and loses the rally the team that wins the rally is awarded a point and serves the ball to start the next rally a few of the most common faults include
Sports	Basketball	Basketball, colloquially referred to as hoops,[1] is a team sport in which two teams, most commonly of five players each, opposing one another on a rectangular court, compete with the primary objective of shooting a basketball (approximately 9.4 inches (24 cm) in diameter) through the defender's hoop (a basket 18 inches (46 cm) in diameter mounted 10 feet (3.048 m) high to a backboard at each end of the court) while preventing the opposing team from shooting through their own hoop. A field goal is worth two points, unless made from behind the three-point line, when it is worth three. After a foul, timed play stops and the player fouled or designated to shoot a technical foul is given one, two or three one-point free throws. The team with the most points at the end of the game wins, but if regulation play expires with the score tied, an additional period of play (overtime) is mandated. Players advance the ball by bouncing it while walking or running (dribbling) or by passing it to a teammate, both of which require considerable skill. On offense, players may use a variety of shots—the lay-up, the jump shot, or a dunk; on defense, they may steal the ball from a dribbler, intercept passes, or block shots; either offense or defense may collect a rebound, that is, a missed shot that bounces from rim or backboard. It is a violation to lift or drag one's pivot foot without dribbling the ball, to carry it, or to hold the ball with both hands then resume dribbling. The five players on each side fall into five playing positions. The tallest player is usually the center, the second-tallest and strongest is the power forward, a slightly shorter but more agile player is the small forward, and the shortest players or the best ball handlers are the shooting guard and the point guard, who implements the coach's game plan by managing the execution of offensive and defensive plays (player positioning). Informally, players may play three-on-three, two-on-two, and one-on-one. Invented in 1891 by Canadian-American gym teacher James Naismith in Springfield, Massachusetts, United States, basketball has evolved to become one of the world's most popular and widely viewed sports.[2] The National Basketball Association (NBA) is the most significant professional basketball league in the world in terms of popularity, salaries, talent, and level of competition.[3][4] Outside North America, the top clubs from national leagues qualify to continental championships such as the EuroLeague and the Basketball Champions League Americas. The FIBA Basketball World Cup and Men's Olympic Basketball Tournament are the major international events of the sport and attract top national teams from around the world. Each continent hosts regional competitions for national teams, like EuroBasket and FIBA AmeriCup. The FIBA Women's Basketball World Cup and Women's Olympic Basketball Tournament feature top national teams from continental championships. The main North American league is the WNBA (NCAA Women's Division I Basketball Championship is also popular), whereas the strongest European clubs participate in the EuroLeague Women.	basketball colloquially referred to as hoops is a team sport in which two teams most commonly of five players each opposing one another on a rectangular court compete with the primary objective of shooting a basketball approximately inches cm in diameter through the defender s hoop a basket inches cm in diameter mounted feet m high to a backboard at each end of the court while preventing the opposing team from shooting through their own hoop a field goal is worth two points unless made from behind the three point line when it is worth three after a foul timed play stops and the player fouled or designated to shoot a technical foul is given one two or three one point free throws the team with the most points at the end of the game wins but if regulation play expires with the score tied an additional period of play overtime is mandated players advance the ball by bouncing it while walking or running dribbling or by passing it to a teammate both of which require considerable skill on offense players may use a variety of shots the lay up the jump shot or a dunk on defense they may steal the ball from a dribbler intercept passes or block shots either offense or defense may collect a rebound that is a missed shot that bounces from rim or backboard it is a violation to lift or drag one s pivot foot without dribbling the ball to carry it or to hold the ball with both hands then resume dribbling the five players on each side fall into five playing positions the tallest player is usually the center the second tallest and strongest is the power forward a slightly shorter but more agile player is the small forward and the shortest players or the best ball handlers are the shooting guard and the point guard who implements the coach s game plan by managing the execution of offensive and defensive plays player positioning informally players may play three on three two on two and one on one invented in by canadian american gym teacher james naismith in springfield massachusetts united states basketball has evolved to become one of the world s most popular and widely viewed sports the national basketball association nba is the most significant professional basketball league in the world in terms of popularity salaries talent and level of competition outside north america the top clubs from national leagues qualify to continental championships such as the euroleague and the basketball champions league americas the fiba basketball world cup and men s olympic basketball tournament are the major international events of the sport and attract top national teams from around the world each continent hosts regional competitions for national teams like eurobasket and fiba americup the fiba women s basketball world cup and women s olympic basketball tournament feature top national teams from continental championships the main north american league is the wnba ncaa women s division i basketball championship is also popular whereas the strongest european clubs participate in the euroleague women
Sports	Tennis	Tennis is a racket sport that can be played individually against a single opponent (singles) or between two teams of two players each (doubles). Each player uses a tennis racket that is strung with cord to strike a hollow rubber ball covered with felt over or around a net and into the opponent's court. The object of the game is to maneuver the ball in such a way that the opponent is not able to play a valid return. The player who is unable to return the ball will not gain a point, while the opposite player will. Tennis is an Olympic sport and is played at all levels of society and at all ages. The sport can be played by anyone who can hold a racket, including wheelchair users. The modern game of tennis originated in Birmingham, England, in the late 19th century as lawn tennis.[1] It had close connections both to various field (lawn) games such as croquet and bowls as well as to the older racket sport today called real tennis. During most of the 19th century, in fact, the term tennis referred to real tennis, not lawn tennis. The rules of modern tennis have changed little since the 1890s. Two exceptions are that from 1908 to 1961 the server had to keep one foot on the ground at all times, and the adoption of the tiebreak in the 1970s. A recent addition to professional tennis has been the adoption of electronic review technology coupled with a point-challenge system, which allows a player to contest the line call of a point, a system known as Hawk-Eye. Tennis is played by millions of recreational players and is also a popular worldwide spectator sport. The four Grand Slam tournaments (also referred to as the Majors) are especially popular: the Australian Open played on hard courts, the French Open played on red clay courts, Wimbledon played on grass courts, and the US Open also played on hard courts.	tennis is a racket sport that can be played individually against a single opponent singles or between two teams of two players each doubles each player uses a tennis racket that is strung with cord to strike a hollow rubber ball covered with felt over or around a net and into the opponent s court the object of the game is to maneuver the ball in such a way that the opponent is not able to play a valid return the player who is unable to return the ball will not gain a point while the opposite player will tennis is an olympic sport and is played at all levels of society and at all ages the sport can be played by anyone who can hold a racket including wheelchair users the modern game of tennis originated in birmingham england in the late century as lawn tennis it had close connections both to various field lawn games such as croquet and bowls as well as to the older racket sport today called real tennis during most of the century in fact the term tennis referred to real tennis not lawn tennis the rules of modern tennis have changed little since the two exceptions are that from to the server had to keep one foot on the ground at all times and the adoption of the tiebreak in the a recent addition to professional tennis has been the adoption of electronic review technology coupled with a point challenge system which allows a player to contest the line call of a point a system known as hawk eye tennis is played by millions of recreational players and is also a popular worldwide spectator sport the four grand slam tournaments also referred to as the majors are especially popular the australian open played on hard courts the french open played on red clay courts wimbledon played on grass courts and the us open also played on hard courts
Sports	Cricket	"Cricket is a bat-and-ball game played between two teams of eleven players on a field at the centre of which is a 22-yard (20-metre) pitch with a wicket at each end, each comprising two bails balanced on three stumps. The batting side scores runs by striking the ball bowled at the wicket with the bat (and running between the wickets), while the bowling and fielding side tries to prevent this (by preventing the ball from leaving the field, and getting the ball to either wicket) and dismiss each batter (so they are ""out""). Means of dismissal include being bowled, when the ball hits the stumps and dislodges the bails, and by the fielding side either catching the ball after it is hit by the bat, but before it hits the ground, or hitting a wicket with the ball before a batter can cross the crease in front of the wicket. When ten batters have been dismissed, the innings ends and the teams swap roles. The game is adjudicated by two umpires, aided by a third umpire and match referee in international matches. They communicate with two off-field scorers who record the match's statistical information. Forms of cricket range from Twenty20, with each team batting for a single innings of 20 overs, to Test matches played over five days. Traditionally cricketers play in all-white kit, but in limited overs cricket they wear club or team colours. In addition to the basic kit, some players wear protective gear to prevent injury caused by the ball, which is a hard, solid spheroid made of compressed leather with a slightly raised sewn seam enclosing a cork core layered with tightly wound string. The earliest reference to cricket is in South East England in the mid-16th century. It spread globally with the expansion of the British Empire, with the first international matches in the second half of the 19th century. The game's governing body is the International Cricket Council (ICC), which has over 100 members, twelve of which are full members who play Test matches. The game's rules, the Laws of Cricket, are maintained by Marylebone Cricket Club (MCC) in London. The sport is followed primarily in the Indian subcontinent, Australasia, the United Kingdom, southern Africa and the West Indies.[1] Women's cricket, which is organised and played separately, has also achieved international standard. The most successful side playing international cricket is Australia, which has won seven One Day International trophies, including five World Cups, more than any other country and has been the top-rated Test side more than any other country."	cricket is a bat and ball game played between two teams of eleven players on a field at the centre of which is a yard metre pitch with a wicket at each end each comprising two bails balanced on three stumps the batting side scores runs by striking the ball bowled at the wicket with the bat and running between the wickets while the bowling and fielding side tries to prevent this by preventing the ball from leaving the field and getting the ball to either wicket and dismiss each batter so they are out means of dismissal include being bowled when the ball hits the stumps and dislodges the bails and by the fielding side either catching the ball after it is hit by the bat but before it hits the ground or hitting a wicket with the ball before a batter can cross the crease in front of the wicket when ten batters have been dismissed the innings ends and the teams swap roles the game is adjudicated by two umpires aided by a third umpire and match referee in international matches they communicate with two off field scorers who record the match s statistical information forms of cricket range from with each team batting for a single innings of overs to test matches played over five days traditionally cricketers play in all white kit but in limited overs cricket they wear club or team colours in addition to the basic kit some players wear protective gear to prevent injury caused by the ball which is a hard solid spheroid made of compressed leather with a slightly raised sewn seam enclosing a cork core layered with tightly wound string the earliest reference to cricket is in south east england in the mid century it spread globally with the expansion of the british empire with the first international matches in the second half of the century the game s governing body is the international cricket council icc which has over members twelve of which are full members who play test matches the game s rules the laws of cricket are maintained by marylebone cricket club mcc in london the sport is followed primarily in the indian subcontinent australasia the united kingdom southern africa and the west indies women s cricket which is organised and played separately has also achieved international standard the most successful side playing international cricket is australia which has won seven one day international trophies including five world cups more than any other country and has been the top rated test side more than any other country
Sports	Table Tennis	Table tennis, also known as ping-pong and whiff-whaff, is a sport in which two or four players hit a lightweight ball, also known as the ping-pong ball, back and forth across a table using small rackets. The game takes place on a hard table divided by a net. Except for the initial serve, the rules are generally as follows: players must allow a ball played toward them to bounce one time on their side of the table, and must return it so that it bounces on the opposite side at least once. A point is scored when a player fails to return the ball within the rules. Play is fast and demands quick reactions. Spinning the ball alters its trajectory and limits an opponent's options, giving the hitter a great advantage. Table tennis is governed by the worldwide organization International Table Tennis Federation (ITTF), founded in 1926. ITTF currently includes 226 member associations.[3] The table tennis official rules are specified in the ITTF handbook.[4] Table tennis has been an Olympic sport since 1988,[5] with several event categories. From 1988 until 2004, these were men's singles, women's singles, men's doubles and women's doubles. Since 2008, a team event has been played instead of the doubles.	table tennis also known as ping pong and whiff whaff is a sport in which two or four players hit a lightweight ball also known as the ping pong ball back and forth across a table using small rackets the game takes place on a hard table divided by a net except for the initial serve the rules are generally as follows players must allow a ball played toward them to bounce one time on their side of the table and must return it so that it bounces on the opposite side at least once a point is scored when a player fails to return the ball within the rules play is fast and demands quick reactions spinning the ball alters its trajectory and limits an opponent s options giving the hitter a great advantage table tennis is governed by the worldwide organization international table tennis federation ittf founded in ittf currently includes member associations the table tennis official rules are specified in the ittf handbook table tennis has been an olympic sport since with several event categories from until these were men s singles women s singles men s doubles and women s doubles since a team event has been played instead of the doubles
